product_id,product_name,product_group_id,price,stock_quantity,description,sku,manufacturer,warranty_period,release_date,weight,dimensions
877,Product More,20,1665.55,251,Know station some.,4046809870280,Dickerson-Marshall,6 months,2020-04-16,1.9,9.3 x 47.3 x 1.7 cm
878,Civil Particularly,10,665.85,269,Manager human some give expert must.,7004464600236,Patel LLC,3 years,2022-06-06,3.34,38.4 x 20.3 x 8.2 cm
879,Treat Name,5,1050.16,179,Partner cell make nothing action.,8865999929488,Harrison Inc,2 years,2020-03-28,3.14,36.6 x 7.4 x 9.7 cm
880,Condition Note,15,118.7,417,Value somebody break compare.,5215341996171,"Schultz, Davis and Hernandez",3 years,2022-04-18,5.6,47.1 x 41.4 x 4.1 cm
881,Right Offer,13,1346.59,387,Daughter book lawyer wall behavior south.,3762969380032,Ramirez-Ray,2 years,2023-04-24,9.15,20.3 x 40.7 x 8.4 cm
882,Professional Charge,20,1844.18,269,After four data.,8490881491066,"Fields, Benjamin and Espinoza",6 months,2023-08-30,8.18,49.6 x 39.5 x 3.9 cm
883,Quickly Sister,7,1822.89,415,Be democratic spring conference most military I.,5284814130770,"Becker, Welch and Stanley",1 year,2020-10-05,3.14,49.2 x 36.8 x 9.8 cm
884,Land Indicate,10,143.9,38,Language question appear skill office able.,5768647585070,"Mclean, Baker and Howard",2 years,2023-12-19,4.55,23.6 x 13.3 x 7.6 cm
885,First Rise,18,457.0,412,The everyone body base.,0514037204350,Mitchell PLC,1 year,2022-03-03,1.59,12.3 x 40.0 x 9.9 cm
886,Deep Than,18,1488.2,50,Born political might against option.,6907344478660,Garcia-Williams,3 years,2021-11-17,4.2,48.4 x 47.1 x 9.1 cm
887,Way Employee,9,56.49,464,Wait rich would hospital into last beyond.,5443532261030,"Harper, Wilson and Smith",6 months,2023-12-29,6.77,33.2 x 13.3 x 6.5 cm
888,Quite Many,4,343.39,413,Change major challenge voice enter sign.,8419212861255,Wells-Gray,2 years,2022-01-30,1.55,39.0 x 12.6 x 7.9 cm
889,Left Community,17,1348.35,121,Film subject factor arm loss side.,6355950875999,"Adkins, Ryan and Wade",1 year,2024-06-18,5.74,23.8 x 29.2 x 9.4 cm
890,Citizen Hotel,12,1388.57,80,Base call own certain reflect style stay.,3383495721290,Lopez Inc,3 years,2021-06-28,9.47,10.8 x 34.7 x 2.8 cm
891,Street Any,3,1118.5,170,West very doctor high above environmental poor.,1633777529444,Hall Group,2 years,2024-04-03,5.73,45.6 x 46.9 x 4.6 cm
892,Forward Citizen,8,166.74,48,Set mean condition study way.,9230510799120,Juarez-Walls,2 years,2020-03-18,5.21,38.7 x 12.2 x 8.5 cm
893,Despite Enter,4,1951.34,341,Always week body practice others dog.,1580148425990,Walker-Mullins,3 years,2023-03-06,1.6,28.2 x 8.2 x 9.6 cm
894,Often Party,17,1521.69,391,Lay their indeed receive most chair scientist.,6413395826164,"Gonzales, Pierce and Nielsen",2 years,2020-07-18,4.86,10.0 x 39.3 x 4.9 cm
895,Against Million,4,502.82,7,Energy industry thing church candidate.,8249908045849,Blackwell Ltd,2 years,2021-05-07,0.21,25.0 x 47.1 x 3.8 cm
896,Include Kind,19,1469.5,303,Push lay condition last chance player.,5238991164127,Guerrero-Martinez,6 months,2020-03-07,1.85,16.1 x 28.6 x 7.2 cm
897,Test Everybody,8,460.19,238,Few second must trouble toward.,3158753947701,Vargas-Arroyo,6 months,2023-11-07,4.75,34.2 x 9.1 x 8.8 cm
898,Create Analysis,18,534.7,87,Property TV high local all how tough establish.,7729216640161,Schwartz PLC,3 years,2022-07-12,7.38,16.4 x 41.8 x 5.5 cm
899,Know Table,16,1626.89,295,Truth focus mean should this interview.,6870786968610,"Clark, Kelly and Parsons",2 years,2022-03-04,8.83,49.4 x 29.7 x 3.0 cm
900,Inside Yeah,1,756.15,201,Third citizen lay candidate somebody.,0368223208765,"Henderson, Smith and Cunningham",3 years,2024-01-19,1.14,46.6 x 10.6 x 4.2 cm
901,Far Per,12,1807.11,389,Worker big provide.,4162143558063,Ware Inc,6 months,2023-08-09,4.08,18.4 x 48.9 x 2.1 cm
902,Increase Me,5,1680.06,165,Walk room white tax.,3698077595504,Henderson-James,6 months,2021-05-26,2.79,32.2 x 47.3 x 8.6 cm
903,Media Issue,12,1347.73,458,Anyone beautiful out statement I everything.,4610485814595,Clark and Sons,6 months,2023-02-28,4.32,12.9 x 6.8 x 4.6 cm
904,Specific Budget,1,1093.21,136,Smile impact billion individual Congress.,5353550346414,"Cooper, Morrison and Grant",2 years,2020-05-23,9.37,44.0 x 33.2 x 8.5 cm
905,Front Push,1,103.47,163,Mind game fly difficult fact push reflect.,3772184230050,Camacho-Perez,3 years,2020-03-29,9.05,28.4 x 22.9 x 5.7 cm
906,Table Modern,18,838.95,253,Everybody on live worker mother.,2673562239577,"Compton, Crane and Lewis",3 years,2021-10-14,2.45,29.7 x 27.0 x 7.6 cm
907,Worker Employee,20,1475.43,6,Feeling power parent loss majority year suffer.,4915238322793,"Campbell, Rush and Mclean",3 years,2022-02-16,9.3,45.9 x 18.4 x 5.8 cm
908,Only Local,5,1491.65,495,Any none trouble here.,7702373730371,"Browning, Martin and Ross",6 months,2021-06-21,1.79,42.7 x 13.1 x 9.1 cm
909,Fast Certain,2,1482.6,82,Deal area pretty.,6213431707170,Roy-Delgado,1 year,2023-04-24,6.76,21.6 x 32.9 x 8.5 cm
910,Alone Beyond,14,1723.4,227,Article film late off allow trip glass.,1630736426431,Stark LLC,1 year,2023-12-27,9.93,6.6 x 35.2 x 3.8 cm
911,Someone Carry,9,1241.05,51,Lot offer church you serious husband most.,0008943712028,"Mccullough, Dickerson and Tate",1 year,2020-10-24,4.54,43.9 x 5.3 x 9.6 cm
912,Image Friend,16,953.01,213,Church husband something.,8136860488459,Benjamin PLC,2 years,2021-06-06,6.89,5.9 x 22.3 x 4.5 cm
913,Song Security,19,1447.64,273,Six game choice because.,6077849620311,"Campos, Keller and Hansen",2 years,2021-04-04,1.9,45.6 x 20.2 x 9.3 cm
914,Above Citizen,19,1365.52,32,Perform fill within scene realize pick.,7891024413029,Davis Inc,6 months,2023-05-07,4.72,45.5 x 6.1 x 5.1 cm
915,Me Perhaps,2,337.56,258,True want the.,7929917633732,"Reilly, Jones and Turner",6 months,2024-03-17,3.26,7.6 x 32.6 x 9.3 cm
916,Growth Need,11,922.2,406,Final responsibility two cover over change.,2353503075135,Butler Ltd,3 years,2020-07-31,2.89,44.5 x 30.0 x 1.7 cm
917,Stuff Case,11,1594.77,496,Suggest certain third right officer.,5811146720463,Carrillo-Goodwin,3 years,2021-01-03,3.92,47.4 x 25.7 x 4.6 cm
918,Social Suddenly,7,380.89,107,Maintain movie in your field half.,7415464303285,Conner-Hayes,3 years,2021-07-18,7.29,23.7 x 5.5 x 3.6 cm
919,Group Notice,20,343.65,380,Few end fear receive.,3678188977260,"Martinez, Wilson and Weaver",3 years,2024-05-04,3.85,15.3 x 9.1 x 5.2 cm
920,Thousand Their,11,1667.76,397,Allow both raise hot throughout purpose political important.,5483002433819,Ruiz Ltd,1 year,2024-05-10,9.5,24.5 x 17.1 x 5.3 cm
921,Company Myself,17,1511.44,33,Book doctor already important machine drug social focus.,7487323380041,Smith-Holland,2 years,2022-07-14,5.44,20.2 x 39.3 x 4.3 cm
922,Address Allow,7,1606.14,373,Son case present ahead simply.,7394563183168,Sandoval LLC,2 years,2020-03-21,6.55,33.6 x 29.1 x 1.6 cm
923,Make Range,17,1907.19,473,Quickly plant station pick visit do up choose.,5238346414990,Rodriguez and Sons,1 year,2022-10-25,3.36,15.8 x 47.1 x 7.0 cm
924,Media Marriage,13,1746.11,386,Air young money sport suggest image partner.,1973390877752,Thomas Group,3 years,2020-08-05,0.11,23.7 x 16.2 x 2.2 cm
925,Brother Day,11,1970.74,178,Station drive get now another.,1341702232573,Duffy-Watson,6 months,2021-04-20,0.54,28.5 x 43.5 x 6.7 cm
926,Dream Term,6,119.11,53,Organization teacher hospital century key.,6909685888320,Curry and Sons,6 months,2024-05-04,8.95,25.8 x 47.7 x 8.7 cm
927,Do Week,6,486.03,408,Gas easy system project.,6019779150292,Ferguson-Reed,2 years,2020-05-03,9.96,29.3 x 16.3 x 4.6 cm
928,Phone Reveal,7,1977.17,8,Difficult collection enjoy apply well return.,4079233844893,"Glass, Johnson and Murphy",1 year,2024-02-23,0.94,9.4 x 17.0 x 9.5 cm
929,Fall Need,5,1963.13,421,Administration environment child candidate source price building.,5542736375588,"Quinn, Mathis and Wong",6 months,2020-10-09,1.65,25.4 x 21.4 x 4.5 cm
930,Threat Base,9,1541.64,315,Effect than grow mouth chair theory.,9302902811083,Flowers-Booker,3 years,2021-03-25,0.64,24.2 x 43.4 x 5.5 cm
931,Institution A,15,650.77,439,Glass writer direction process approach.,2297663958900,Scott-Brown,2 years,2021-08-25,7.4,5.1 x 49.0 x 8.8 cm
932,Rule Deal,4,97.01,468,Blood away glass goal establish.,3910251874282,Branch-Sanders,1 year,2020-07-04,8.24,16.9 x 33.8 x 7.5 cm
933,Research Keep,9,594.99,206,It man realize imagine hold care.,3894713592498,Phillips-Turner,3 years,2021-02-15,9.76,48.2 x 11.7 x 4.7 cm
934,Figure Them,4,1175.69,390,Without sell he media information capital.,2219400595612,"Thomas, Gross and Stark",3 years,2023-11-12,3.99,12.9 x 8.9 x 8.9 cm
935,Administration Bad,14,1676.41,107,Forward identify foot everybody even.,1501302807889,Garcia-Brown,1 year,2022-09-14,2.73,41.5 x 18.3 x 7.5 cm
936,Else How,1,1569.21,354,Anyone in public.,9136240506918,Glenn Group,3 years,2021-08-11,8.84,24.5 x 45.6 x 9.3 cm
937,Claim Wide,16,182.79,200,Operation office run water.,0334693978460,Huff Inc,3 years,2022-08-21,9.85,27.9 x 47.0 x 3.3 cm
938,Little Manage,8,916.64,132,Natural attention his five.,7594292436126,Bailey-Campbell,2 years,2022-09-26,9.18,15.5 x 29.1 x 4.9 cm
939,Opportunity Remember,11,1146.11,103,Continue yeah score pressure.,5339747140577,"Kelley, Tucker and Williams",2 years,2023-04-14,2.96,22.6 x 21.1 x 2.1 cm
940,Across Sing,3,242.39,32,Thus off himself tough bag stage employee sister.,7033575580380,Underwood-Koch,1 year,2023-07-30,2.22,9.1 x 14.5 x 7.2 cm
941,General Rock,7,463.02,303,Hair present as keep.,7177358307808,Lane-Gutierrez,6 months,2020-02-05,1.7,14.2 x 21.8 x 8.5 cm
942,Attention Central,16,1677.96,303,Agree occur of.,5833982281823,"Diaz, Butler and Haley",3 years,2022-01-15,9.29,5.8 x 36.9 x 3.2 cm
943,Laugh Husband,20,1205.59,128,Resource individual reach contain agent movement against.,2031905976990,"Lopez, Mitchell and Willis",6 months,2020-10-02,8.95,27.1 x 23.7 x 4.0 cm
944,Through Reach,11,527.77,487,Important color suffer.,4070556020247,"Schroeder, Whitney and Rivers",2 years,2023-06-14,7.99,29.3 x 48.5 x 5.3 cm
945,Rule Situation,3,988.78,367,Individual usually kid throw.,5148703642648,Bridges-Coleman,2 years,2023-06-11,3.64,28.2 x 48.0 x 7.0 cm
946,Standard You,14,1803.52,201,Power newspaper decision author suggest go meet difference.,9851044189838,Romero Ltd,3 years,2023-06-24,2.6,17.5 x 36.4 x 6.4 cm
947,Cup Home,10,995.09,294,Head available director sing.,0359268155923,Rios-Pena,2 years,2022-03-20,9.86,45.7 x 43.4 x 8.4 cm
948,Nature Memory,10,1125.95,188,Necessary bit choice sure action.,4955758676105,"Nunez, Morrison and Myers",2 years,2023-12-25,3.71,28.9 x 43.4 x 2.5 cm
949,Feeling Adult,14,1354.46,142,Situation all computer quality just never support.,3510146278845,Sullivan-George,6 months,2022-05-08,2.03,44.8 x 48.7 x 1.1 cm
950,Her Find,11,1411.11,287,Television officer matter north discover will.,1998366515612,"Myers, Wilson and Walter",1 year,2022-08-24,7.78,23.0 x 12.9 x 9.3 cm
951,Hold Strong,12,179.91,119,Project industry them real threat with.,2300812875918,"Gomez, Flynn and Barnett",1 year,2021-05-27,9.13,22.8 x 37.2 x 3.9 cm
952,Letter Parent,15,713.51,392,Authority mission really soldier.,1530095342482,Bryant Group,6 months,2024-03-01,0.77,21.8 x 29.2 x 8.5 cm
953,Same Seat,15,288.29,461,Sea administration part tree bag.,1148128560408,Smith-Jacobs,3 years,2020-04-13,5.96,21.5 x 38.1 x 2.4 cm
954,Bed Gas,9,378.27,74,Indeed new simple cost.,8457862180449,"Robinson, Bell and Swanson",2 years,2024-04-04,9.34,9.6 x 43.9 x 5.3 cm
955,Could Statement,16,477.24,307,Election environmental various model character thought.,8563216927315,"Rogers, Romero and Sanchez",3 years,2024-02-09,6.51,45.6 x 8.8 x 3.3 cm
956,Age Deep,14,1783.92,454,Similar relationship three economy speech week force.,3254637034281,Rodriguez-Marquez,3 years,2021-12-21,2.66,45.7 x 38.1 x 9.4 cm
957,Single Something,17,1799.99,128,Open hospital hand eat truth girl style.,1950674521044,Hall-Montoya,3 years,2020-07-12,6.68,36.9 x 30.1 x 3.3 cm
958,Citizen Center,15,439.96,405,Approach drug upon game out.,4641451508941,Long Ltd,2 years,2020-04-21,5.25,5.2 x 27.5 x 4.4 cm
959,Analysis Indicate,13,1251.03,331,Change figure politics yard avoid.,0753330263040,Alexander Inc,1 year,2023-01-27,1.02,41.8 x 18.3 x 4.7 cm
960,Never Past,3,1506.93,31,Pay book everyone quality simple.,4697237788922,"Morris, Good and Daniels",2 years,2023-12-12,7.93,31.7 x 33.8 x 3.7 cm
961,Beyond Democrat,8,1410.37,15,Expect drive market hear.,8596402832438,Charles-Shaw,3 years,2022-11-01,1.51,21.5 x 31.0 x 9.9 cm
962,Leg Rate,7,1344.19,337,Edge air health throw car Mrs father standard.,2356744101229,Kemp Group,6 months,2020-02-25,7.72,15.6 x 24.5 x 5.6 cm
963,War Choose,17,1108.08,70,Eat firm interest Democrat since.,7042727890093,Velez-Johnson,3 years,2021-07-06,9.28,37.3 x 29.4 x 7.2 cm
964,Century Forward,18,1953.55,208,Another leave bad store deal.,6163959002212,Heath Ltd,1 year,2020-09-06,6.69,24.9 x 49.0 x 7.5 cm
965,Become Suggest,3,1044.55,137,Face industry effect performance than himself.,0167872329681,"Odom, Mercer and Lee",2 years,2020-09-08,7.97,12.4 x 39.6 x 1.7 cm
966,Bed Form,6,1846.02,402,Tell read kitchen executive lot difference.,9663153612837,"Johnson, Wilkins and Turner",3 years,2024-01-04,6.42,8.5 x 13.9 x 7.7 cm
967,Oil Agent,11,1567.76,229,Popular floor door perhaps.,0063235121186,"Robertson, Morales and Montes",6 months,2023-01-28,3.66,28.2 x 29.0 x 2.0 cm
968,There Account,6,739.6,96,Case name western leave.,3911018679973,"Goodman, Johnson and Smith",6 months,2023-02-17,5.99,48.2 x 37.8 x 8.9 cm
969,Assume Food,16,1148.43,21,Particularly term expect actually benefit husband.,1216417035545,Lewis-Brown,3 years,2023-01-17,0.2,34.2 x 34.4 x 2.7 cm
970,Room Authority,8,1039.51,77,Up office citizen low late wide leg.,6566412247623,Dunn Ltd,1 year,2022-02-14,7.62,23.3 x 33.1 x 1.5 cm
971,Though Certainly,1,151.09,398,Paper eye radio lot speech.,3876786506336,Braun LLC,3 years,2023-11-15,1.04,31.0 x 30.1 x 8.6 cm
972,Bill On,5,432.91,163,Think concern meet tree.,0973743422975,Matthews Inc,1 year,2023-01-11,4.52,47.4 x 49.5 x 9.0 cm
973,Citizen Often,12,994.83,417,Happen certainly outside reason.,3673211607664,Zamora PLC,6 months,2022-04-09,1.33,7.7 x 23.8 x 4.7 cm
974,Include Type,1,1814.35,226,Alone some former poor have.,3794746896917,"Hoffman, Weaver and Simmons",6 months,2024-06-02,2.57,30.3 x 45.3 x 8.3 cm
975,Color Brother,1,1608.97,346,Either use effect writer safe.,2670907870990,"Anderson, Malone and Reese",2 years,2022-12-23,9.99,16.7 x 24.3 x 2.7 cm
976,Case Give,8,1572.53,417,Give specific different discuss have rate imagine.,2813338347802,Hall-Gordon,3 years,2020-12-31,7.92,8.0 x 28.9 x 4.0 cm
977,Matter That,13,1174.2,198,Audience until between main.,6141619515951,Boyd-Thompson,6 months,2022-01-14,9.93,34.0 x 36.3 x 1.5 cm
978,Seat Than,15,1543.23,64,Opportunity without travel mind.,1532464933994,Cline-Carr,1 year,2021-07-14,2.68,27.5 x 8.7 x 6.5 cm
979,Group Tend,15,562.62,64,Star medical nation worry final put weight baby.,8700349071151,"Romero, Jones and Smith",6 months,2022-04-24,1.47,49.0 x 44.3 x 8.8 cm
980,Decision Official,12,549.26,468,Physical over financial listen win top better.,3968778201524,"Johnson, Turner and Martinez",6 months,2023-01-24,9.45,39.6 x 45.9 x 9.0 cm
981,Very Recognize,6,148.27,370,Down two central simple mouth answer family.,0375391170299,"Gardner, Gentry and Figueroa",2 years,2020-05-05,4.2,30.4 x 28.5 x 9.8 cm
982,Film Authority,3,1724.18,142,Glass sea personal concern.,7912713190240,Davis LLC,2 years,2024-03-26,6.3,16.7 x 34.6 x 2.9 cm
983,Certain Age,11,639.09,47,Produce wonder until win magazine tonight others.,3435129067691,"Montoya, Mason and Haas",2 years,2022-02-06,5.39,44.1 x 20.9 x 6.3 cm
984,Dog Ten,18,1812.33,145,All none change evidence sing.,7448274479154,Ryan-Pacheco,1 year,2020-03-15,4.83,16.1 x 12.0 x 5.1 cm
985,Information Trade,10,253.7,110,Rest particular individual car heart sell east our.,5657308814706,"Powell, Wright and Chen",6 months,2021-09-04,7.44,38.0 x 38.5 x 4.2 cm
986,Same Work,2,508.29,186,Social show try before line require many.,4240290508664,Delgado Inc,3 years,2020-09-20,9.17,43.3 x 27.5 x 6.6 cm
987,Young Whether,4,1578.93,310,Probably there with identify.,9800673927809,Williams-Jones,2 years,2022-01-20,0.27,6.6 x 9.3 x 8.9 cm
988,Bill Happen,20,1433.04,170,Thousand very conference family young.,5554605599810,Brown-Jackson,6 months,2022-03-17,0.24,9.1 x 28.4 x 9.9 cm
989,Same Great,15,150.43,370,Three thus trade because buy Congress.,1591966605372,Williamson LLC,1 year,2022-07-09,0.51,31.6 x 17.6 x 2.2 cm
990,Break Small,17,1748.75,243,Sea thing enjoy common wide.,0919988913366,Nguyen Ltd,3 years,2023-07-27,8.74,19.9 x 7.5 x 8.5 cm
991,Difference Floor,9,761.44,341,Direction authority direction cup young deal just.,8561035964795,Williams PLC,1 year,2022-11-24,1.18,28.0 x 32.3 x 8.5 cm
992,Those Understand,9,941.29,39,Stand look financial join people make.,6842564815294,Nelson-Raymond,6 months,2021-02-26,8.43,6.2 x 27.6 x 9.0 cm
993,Quality Above,14,537.12,238,Head good teacher consumer radio already main.,2114037874959,Morrow-Taylor,2 years,2024-06-02,1.8,28.6 x 43.4 x 8.2 cm
994,Case Everything,7,1500.96,106,Threat until expert significant fly.,8888574254379,"Hess, Warner and Keller",2 years,2023-02-26,4.13,25.5 x 24.6 x 2.1 cm
995,Decade Song,8,599.54,99,Adult owner two Mr meet.,7634209046557,"Richard, Montgomery and Wilson",2 years,2022-03-03,5.6,44.1 x 6.7 x 7.3 cm
996,Boy Mrs,13,306.26,89,Professor claim mouth will term five second.,5914073557673,Briggs-Lewis,1 year,2023-05-21,2.02,47.6 x 14.0 x 6.2 cm
997,Cover Discuss,18,1783.75,264,Inside room writer stay own.,8739641886682,Lara-Dunn,1 year,2022-05-22,0.92,45.7 x 30.3 x 7.5 cm
998,Suffer Reach,13,916.87,147,Similar movement bed.,0502064249215,Maynard LLC,1 year,2020-04-18,2.82,31.4 x 8.4 x 7.8 cm
999,Trial Natural,13,1090.85,91,Ball action reach.,8563794960667,Holmes-Evans,6 months,2022-01-30,3.45,21.2 x 49.8 x 1.4 cm
1000,Bed Guess,13,1195.72,311,Once house media capital real.,9819733987790,"Sullivan, Sullivan and Mann",6 months,2023-03-30,5.84,40.0 x 41.3 x 9.8 cm
